_t,s0
4,.1521792369487337
2,.4988219152831803
4,.1521792369487337
4,.1521792369487337
3,0.268215561
1,.8196451961994171
3,0.268215561
2,.4988219152831803
1,.8196451961994171
1,.8196451961994171
7,0.043262523
2,.4988219152831803
3,0.268215561
2,.4988219152831803
4,.1521792369487337
3,0.268215561
3,0.268215561
4,.1521792369487337
5,0.099608641
2,.4988219152831803
2,.4988219152831803
1,.8196451961994171
1,.8196451961994171
4,.1521792369487337
6,0.066978536
2,.4988219152831803
1,.8196451961994171
3,0.268215561
2,.4988219152831803
3,0.268215561
5,0.099608641
2,.4988219152831803
9,0.023919309
4,.1521792369487337
6,0.066978536
4,.1521792369487337
3,0.268215561
2,.4988219152831803
1,.8196451961994171
2,.4988219152831803
3,0.268215561
7,0.043262523
3,0.268215561
1,.8196451961994171
5,0.099608641
17,0.003325809
2,.4988219152831803
2,.4988219152831803
3,0.268215561
2,.4988219152831803
2,.4988219152831803
2,.4988219152831803
14,0.006542246
3,0.268215561
3,0.268215561
4,.1521792369487337
4,.1521792369487337
1,.8196451961994171
2,.4988219152831803
3,0.268215561
3,0.268215561
4,.1521792369487337
3,0.268215561
2,.4988219152831803
2,.4988219152831803
4,.1521792369487337
3,0.268215561
2,.4988219152831803
6,0.066978536
2,.4988219152831803
3,0.268215561
2,.4988219152831803
5,0.099608641
1,.8196451961994171
2,.4988219152831803
2,.4988219152831803
3,0.268215561
9,0.023919309
2,.4988219152831803
2,.4988219152831803
5,0.099608641
9,0.023919309
1,.8196451961994171
3,0.268215561
2,.4988219152831803
10,0.02040764
2,.4988219152831803
7,0.043262523
3,0.268215561
3,0.268215561
2,.4988219152831803
3,0.268215561
2,.4988219152831803
2,.4988219152831803
1,.8196451961994171
7,0.043262523
4,.1521792369487337
4,.1521792369487337
13,0.009470051
3,0.268215561
4,.1521792369487337
5,0.099608641
2,.4988219152831803
1,.8196451961994171
2,.4988219152831803
1,.8196451961994171
4,.1521792369487337
5,0.099608641
15,0.004830904
2,.4988219152831803
3,0.268215561
2,.4988219152831803
4,.1521792369487337
4,.1521792369487337
5,0.099608641
4,.1521792369487337
7,0.043262523
3,0.268215561
4,.1521792369487337
4,.1521792369487337
2,.4988219152831803
2,.4988219152831803
3,0.268215561
3,0.268215561
3,0.268215561
2,.4988219152831803
3,0.268215561
7,0.043262523
2,.4988219152831803
7,0.043262523
4,.1521792369487337
8,0.030702185
3,0.268215561
6,0.066978536
3,0.268215561
1,.8196451961994171
3,0.268215561
30,0
2,.4988219152831803
